Date,Time,Police Station,City,State,Crime Type,Fir Number
2022-08-26,20:18:29,Cantonment Police Station,Kolkata,West Bengal,Cyber Crime,FIR007844
2023-07-30,08:16:46,Bandra Police Station,Chennai,Tamil Nadu,Robbery,FIR007845
2022-04-23,04:18:24,Lajpat Nagar Police Station,Kolkata,West Bengal,Assault,FIR007846
2023-12-23,19:14:27,Park Street Police Station,Chennai,Tamil Nadu,Murder,FIR007847
2024-03-22,13:28:46,Park Street Police Station,Bengaluru,Karnataka,Fraud,FIR007848
2021-11-30,22:28:32,Sector 18 Police Station,Lucknow,Uttar Pradesh,Theft,FIR007849
2024-06-12,16:55:23,Bandra Police Station,Patna,Bihar,Theft,FIR007850
2022-12-10,11:03:34,Park Street Police Station,New Delhi,Delhi,Theft,FIR007851
2023-09-24,15:04:43,Lajpat Nagar Police Station,Ahmedabad,Gujarat,Kidnapping,FIR007852
2021-07-30,13:45:22,Lajpat Nagar Police Station,Jaipur,Rajasthan,Kidnapping,FIR007853
2022-06-05,09:20:29,Park Street Police Station,Lucknow,Uttar Pradesh,Robbery,FIR007854
2021-11-25,14:10:45,Nungambakkam Police Station,Bengaluru,Karnataka,Murder,FIR007855
2023-01-29,15:39:39,Cantonment Police Station,Hyderabad,Telangana,Robbery,FIR007856
2022-09-01,18:43:49,Sector 18 Police Station,Ahmedabad,Gujarat,Kidnapping,FIR007857
2023-11-05,22:44:29,Lajpat Nagar Police Station,Hyderabad,Telangana,Kidnapping,FIR007858
2020-10-20,01:44:31,Bandra Police Station,Lucknow,Uttar Pradesh,Kidnapping,FIR007859
2021-03-26,12:13:44,MG Road Police Station,Ahmedabad,Gujarat,Fraud,FIR007860
2021-06-20,01:14:47,Bandra Police Station,Jaipur,Rajasthan,Assault,FIR007861
2021-12-02,08:48:18,Cantonment Police Station,Ahmedabad,Gujarat,Kidnapping,FIR007862
2020-12-27,08:48:02,Bandra Police Station,Mumbai,Maharashtra,Fraud,FIR007863
2024-06-25,18:10:59,MG Road Police Station,New Delhi,Delhi,Theft,FIR007864
2024-04-06,17:34:48,Nungambakkam Police Station,Bengaluru,Karnataka,Theft,FIR007865
2021-12-07,04:51:35,Lajpat Nagar Police Station,Jaipur,Rajasthan,Robbery,FIR007866
2023-05-25,14:27:20,Lajpat Nagar Police Station,Chennai,Tamil Nadu,Murder,FIR007867
2023-12-23,10:12:08,Bandra Police Station,Ahmedabad,Gujarat,Murder,FIR007868
2021-06-11,00:11:33,Bandra Police Station,Bengaluru,Karnataka,Assault,FIR007869
2023-12-01,02:01:41,Park Street Police Station,Ahmedabad,Gujarat,Murder,FIR007870
2023-10-30,09:39:57,Lajpat Nagar Police Station,Jaipur,Rajasthan,Assault,FIR007871
2020-11-28,05:55:36,Connaught Place Police Station,Ahmedabad,Gujarat,Robbery,FIR007872
2023-12-06,18:25:00,Lajpat Nagar Police Station,Bengaluru,Karnataka,Murder,FIR007873
2024-03-12,23:15:46,MG Road Police Station,Jaipur,Rajasthan,Cyber Crime,FIR007874
2022-07-02,22:50:50,Cantonment Police Station,Bengaluru,Karnataka,Kidnapping,FIR007875
2023-09-12,00:00:56,Nungambakkam Police Station,Chennai,Tamil Nadu,Theft,FIR007876
2023-05-06,06:33:46,Cantonment Police Station,Kolkata,West Bengal,Theft,FIR007877
2023-11-01,16:26:37,MG Road Police Station,New Delhi,Delhi,Theft,FIR007878
2023-02-17,17:09:19,Cantonment Police Station,New Delhi,Delhi,Fraud,FIR007879
2021-11-15,12:27:54,Nungambakkam Police Station,Bengaluru,Karnataka,Assault,FIR007880
2023-07-21,20:24:20,Nungambakkam Police Station,Mumbai,Maharashtra,Assault,FIR007881
2022-08-27,08:03:34,Nungambakkam Police Station,Ahmedabad,Gujarat,Robbery,FIR007882
2022-04-30,21:24:46,Bandra Police Station,Mumbai,Maharashtra,Robbery,FIR007883
2023-03-07,12:08:47,Park Street Police Station,New Delhi,Delhi,Cyber Crime,FIR007884
2022-10-14,07:20:16,Cantonment Police Station,Jaipur,Rajasthan,Kidnapping,FIR007885
2022-05-12,05:39:40,Sector 18 Police Station,Chennai,Tamil Nadu,Murder,FIR007886
2020-10-20,00:34:35,MG Road Police Station,Patna,Bihar,Theft,FIR007887
2022-03-19,23:00:39,Cantonment Police Station,Mumbai,Maharashtra,Murder,FIR007888
2023-02-26,02:09:59,Park Street Police Station,Bengaluru,Karnataka,Theft,FIR007889
2021-07-26,23:32:33,Sector 18 Police Station,Mumbai,Maharashtra,Kidnapping,FIR007890
2023-09-05,11:43:47,Sector 18 Police Station,Kolkata,West Bengal,Fraud,FIR007891
2023-08-29,01:56:19,Park Street Police Station,Ahmedabad,Gujarat,Murder,FIR007892
2022-03-03,07:45:44,Bandra Police Station,Jaipur,Rajasthan,Cyber Crime,FIR007893
2023-02-04,03:00:33,Bandra Police Station,Kolkata,West Bengal,Kidnapping,FIR007894
2023-09-02,20:49:01,Lajpat Nagar Police Station,Kolkata,West Bengal,Theft,FIR007895
2021-10-19,13:24:12,Bandra Police Station,Mumbai,Maharashtra,Cyber Crime,FIR007896
2022-04-12,18:47:22,Bandra Police Station,New Delhi,Delhi,Cyber Crime,FIR007897
2021-04-03,17:20:40,Sector 18 Police Station,Lucknow,Uttar Pradesh,Theft,FIR007898
2021-10-24,08:22:33,Nungambakkam Police Station,New Delhi,Delhi,Murder,FIR007899
2023-06-20,00:41:13,Connaught Place Police Station,New Delhi,Delhi,Assault,FIR007900
2021-08-05,14:19:03,Lajpat Nagar Police Station,Hyderabad,Telangana,Fraud,FIR007901
2022-01-25,17:51:24,Park Street Police Station,Lucknow,Uttar Pradesh,Fraud,FIR007902
2020-12-11,17:46:18,Sector 18 Police Station,Jaipur,Rajasthan,Murder,FIR007903
2022-12-23,07:36:49,Park Street Police Station,Patna,Bihar,Robbery,FIR007904
2021-05-10,11:15:36,Park Street Police Station,New Delhi,Delhi,Theft,FIR007905
2021-02-12,14:14:12,Bandra Police Station,Mumbai,Maharashtra,Theft,FIR007906
2023-05-02,08:16:10,Lajpat Nagar Police Station,Hyderabad,Telangana,Robbery,FIR007907
2024-08-01,09:19:24,Park Street Police Station,Patna,Bihar,Murder,FIR007908
2022-10-01,00:49:03,Connaught Place Police Station,Chennai,Tamil Nadu,Theft,FIR007909
2021-08-26,06:44:34,Lajpat Nagar Police Station,Patna,Bihar,Robbery,FIR007910
2024-04-06,09:47:00,MG Road Police Station,Ahmedabad,Gujarat,Murder,FIR007911
2022-08-27,07:21:55,Connaught Place Police Station,Bengaluru,Karnataka,Cyber Crime,FIR007912
2022-10-08,11:57:14,Lajpat Nagar Police Station,Kolkata,West Bengal,Robbery,FIR007913
2021-02-22,15:23:40,Nungambakkam Police Station,Patna,Bihar,Assault,FIR007914
2021-11-05,04:25:16,Bandra Police Station,Mumbai,Maharashtra,Robbery,FIR007915
2022-02-15,19:22:09,Connaught Place Police Station,Mumbai,Maharashtra,Assault,FIR007916
2023-11-18,06:21:13,Lajpat Nagar Police Station,Bengaluru,Karnataka,Murder,FIR007917
2022-02-10,08:48:12,Nungambakkam Police Station,Mumbai,Maharashtra,Theft,FIR007918
2024-06-27,15:03:44,MG Road Police Station,Mumbai,Maharashtra,Theft,FIR007919
2022-07-03,19:49:58,Connaught Place Police Station,Mumbai,Maharashtra,Fraud,FIR007920
2022-03-17,16:14:16,Sector 18 Police Station,Ahmedabad,Gujarat,Robbery,FIR007921
2024-06-10,02:15:21,Nungambakkam Police Station,Jaipur,Rajasthan,Murder,FIR007922
2021-05-16,21:05:13,Sector 18 Police Station,Ahmedabad,Gujarat,Murder,FIR007923
2023-07-07,13:17:32,Sector 18 Police Station,Ahmedabad,Gujarat,Robbery,FIR007924
2023-10-03,08:20:50,Connaught Place Police Station,New Delhi,Delhi,Fraud,FIR007925
2023-03-10,09:48:49,Sector 18 Police Station,Kolkata,West Bengal,Assault,FIR007926
2022-07-24,02:10:14,Sector 18 Police Station,Kolkata,West Bengal,Robbery,FIR007927
2021-03-11,20:06:00,MG Road Police Station,Lucknow,Uttar Pradesh,Assault,FIR007928
2022-03-24,01:46:48,Nungambakkam Police Station,Jaipur,Rajasthan,Fraud,FIR007929
2020-12-01,08:39:37,Lajpat Nagar Police Station,Jaipur,Rajasthan,Theft,FIR007930
2023-05-18,12:06:32,Nungambakkam Police Station,Bengaluru,Karnataka,Murder,FIR007931
2021-10-18,06:47:46,MG Road Police Station,Chennai,Tamil Nadu,Assault,FIR007932
2022-10-24,15:39:05,Cantonment Police Station,Jaipur,Rajasthan,Fraud,FIR007933
2022-11-19,22:36:21,Sector 18 Police Station,Patna,Bihar,Theft,FIR007934
2021-02-06,03:05:36,Park Street Police Station,Bengaluru,Karnataka,Cyber Crime,FIR007935
2022-06-30,01:55:15,Sector 18 Police Station,Ahmedabad,Gujarat,Fraud,FIR007936
2022-03-17,00:28:07,Sector 18 Police Station,Hyderabad,Telangana,Fraud,FIR007937
2022-12-07,17:00:41,MG Road Police Station,Ahmedabad,Gujarat,Theft,FIR007938
2023-10-08,15:39:18,Cantonment Police Station,Kolkata,West Bengal,Murder,FIR007939
2022-12-12,03:50:35,Bandra Police Station,Bengaluru,Karnataka,Fraud,FIR007940
2020-10-23,13:57:57,Cantonment Police Station,Bengaluru,Karnataka,Kidnapping,FIR007941
2023-11-18,04:26:12,MG Road Police Station,Bengaluru,Karnataka,Kidnapping,FIR007942
2023-10-07,04:37:20,Park Street Police Station,Mumbai,Maharashtra,Robbery,FIR007943
2020-11-08,03:01:50,Bandra Police Station,New Delhi,Delhi,Fraud,FIR007944
2024-04-14,04:40:04,MG Road Police Station,Kolkata,West Bengal,Assault,FIR007945
2022-04-12,19:23:46,Lajpat Nagar Police Station,Bengaluru,Karnataka,Robbery,FIR007946
2024-04-27,07:31:33,Nungambakkam Police Station,Lucknow,Uttar Pradesh,Murder,FIR007947
2022-09-23,09:30:15,Sector 18 Police Station,Jaipur,Rajasthan,Theft,FIR007948
2022-10-25,20:45:40,Cantonment Police Station,Ahmedabad,Gujarat,Robbery,FIR007949
2022-09-24,16:22:27,Bandra Police Station,Jaipur,Rajasthan,Kidnapping,FIR007950
2023-05-29,17:43:10,Cantonment Police Station,Jaipur,Rajasthan,Murder,FIR007951
2023-04-14,10:12:12,Nungambakkam Police Station,Bengaluru,Karnataka,Robbery,FIR007952
2022-03-30,08:46:58,MG Road Police Station,Lucknow,Uttar Pradesh,Fraud,FIR007953
2020-10-26,21:11:50,MG Road Police Station,Mumbai,Maharashtra,Kidnapping,FIR007954
2021-09-07,23:55:35,Park Street Police Station,Patna,Bihar,Murder,FIR007955
2023-09-14,15:59:44,Lajpat Nagar Police Station,Bengaluru,Karnataka,Robbery,FIR007956
2023-10-07,19:02:11,Bandra Police Station,Ahmedabad,Gujarat,Cyber Crime,FIR007957
2022-12-11,15:38:22,Cantonment Police Station,New Delhi,Delhi,Theft,FIR007958
2024-03-19,12:34:39,Lajpat Nagar Police Station,New Delhi,Delhi,Cyber Crime,FIR007959
2023-02-07,23:51:39,MG Road Police Station,Kolkata,West Bengal,Robbery,FIR007960
2022-12-13,04:04:21,Nungambakkam Police Station,Bengaluru,Karnataka,Kidnapping,FIR007961
2023-11-27,05:07:19,Bandra Police Station,Bengaluru,Karnataka,Murder,FIR007962
2024-01-02,01:47:53,Nungambakkam Police Station,Chennai,Tamil Nadu,Fraud,FIR007963
2021-02-02,00:52:19,Park Street Police Station,Kolkata,West Bengal,Cyber Crime,FIR007964
2024-07-02,23:16:42,Cantonment Police Station,Jaipur,Rajasthan,Kidnapping,FIR007965
2024-01-12,13:27:23,Lajpat Nagar Police Station,Hyderabad,Telangana,Theft,FIR007966
2024-06-25,13:47:28,Sector 18 Police Station,Chennai,Tamil Nadu,Fraud,FIR007967
2023-07-14,19:07:29,Nungambakkam Police Station,New Delhi,Delhi,Kidnapping,FIR007968
2022-11-07,12:42:36,Bandra Police Station,Hyderabad,Telangana,Assault,FIR007969
2021-06-17,13:18:37,MG Road Police Station,Patna,Bihar,Fraud,FIR007970
2021-09-07,15:06:07,Bandra Police Station,Lucknow,Uttar Pradesh,Kidnapping,FIR007971
2021-03-19,09:12:26,Nungambakkam Police Station,Patna,Bihar,Cyber Crime,FIR007972
2023-02-22,17:32:29,Park Street Police Station,Kolkata,West Bengal,Robbery,FIR007973
2023-12-07,11:23:07,Sector 18 Police Station,Mumbai,Maharashtra,Cyber Crime,FIR007974
2021-06-14,12:14:21,Cantonment Police Station,New Delhi,Delhi,Robbery,FIR007975
2024-07-29,09:05:19,Park Street Police Station,Patna,Bihar,Kidnapping,FIR007976
2022-04-18,03:39:00,Bandra Police Station,Lucknow,Uttar Pradesh,Robbery,FIR007977
2020-10-13,12:45:35,Lajpat Nagar Police Station,Ahmedabad,Gujarat,Fraud,FIR007978
2020-10-09,12:58:23,Nungambakkam Police Station,New Delhi,Delhi,Assault,FIR007979
2022-01-31,17:58:13,Park Street Police Station,Kolkata,West Bengal,Theft,FIR007980
2024-06-08,09:39:49,Bandra Police Station,Bengaluru,Karnataka,Murder,FIR007981
2021-08-29,07:59:58,MG Road Police Station,New Delhi,Delhi,Cyber Crime,FIR007982
2022-04-15,19:21:54,Connaught Place Police Station,Chennai,Tamil Nadu,Kidnapping,FIR007983
2022-03-11,11:29:36,Lajpat Nagar Police Station,Bengaluru,Karnataka,Assault,FIR007984
2023-09-15,01:12:06,Nungambakkam Police Station,Chennai,Tamil Nadu,Murder,FIR007985
2021-07-01,13:48:49,Park Street Police Station,Patna,Bihar,Cyber Crime,FIR007986
2022-12-12,20:09:40,Bandra Police Station,Kolkata,West Bengal,Assault,FIR007987
2024-01-27,08:53:02,Sector 18 Police Station,New Delhi,Delhi,Assault,FIR007988
2022-11-22,00:41:08,Cantonment Police Station,Bengaluru,Karnataka,Fraud,FIR007989
2022-06-21,21:52:31,Nungambakkam Police Station,Ahmedabad,Gujarat,Theft,FIR007990
2023-11-26,16:26:03,Park Street Police Station,Kolkata,West Bengal,Kidnapping,FIR007991
2022-04-14,23:13:30,Cantonment Police Station,Jaipur,Rajasthan,Cyber Crime,FIR007992
2024-02-27,13:54:29,Park Street Police Station,Chennai,Tamil Nadu,Murder,FIR007993
2022-02-20,16:07:04,Nungambakkam Police Station,New Delhi,Delhi,Assault,FIR007994
2023-05-24,02:17:53,Bandra Police Station,Mumbai,Maharashtra,Robbery,FIR007995
2022-12-28,06:17:29,Lajpat Nagar Police Station,Hyderabad,Telangana,Robbery,FIR007996
2020-11-22,23:23:11,MG Road Police Station,Bengaluru,Karnataka,Fraud,FIR007997
2023-03-28,13:48:51,Nungambakkam Police Station,Patna,Bihar,Cyber Crime,FIR007998
2021-03-09,19:03:19,Nungambakkam Police Station,Lucknow,Uttar Pradesh,Fraud,FIR007999
2021-08-31,04:43:04,Nungambakkam Police Station,Patna,Bihar,Cyber Crime,FIR008000
2020-10-23,12:50:07,Connaught Place Police Station,Hyderabad,Telangana,Robbery,FIR008001
2023-12-31,17:05:52,Lajpat Nagar Police Station,Mumbai,Maharashtra,Robbery,FIR008002
2023-06-05,01:20:52,Bandra Police Station,Jaipur,Rajasthan,Theft,FIR008003
2022-06-29,23:08:09,Lajpat Nagar Police Station,Patna,Bihar,Murder,FIR008004
2021-01-04,08:27:55,Cantonment Police Station,Ahmedabad,Gujarat,Cyber Crime,FIR008005
2021-03-01,17:58:53,Park Street Police Station,Mumbai,Maharashtra,Assault,FIR008006
2021-10-14,03:47:06,Bandra Police Station,Patna,Bihar,Cyber Crime,FIR008007
2023-09-26,21:31:33,Nungambakkam Police Station,Bengaluru,Karnataka,Assault,FIR008008
2023-06-05,20:43:24,MG Road Police Station,Lucknow,Uttar Pradesh,Cyber Crime,FIR008009
2024-05-05,13:19:18,Sector 18 Police Station,New Delhi,Delhi,Kidnapping,FIR008010
2024-02-12,23:05:35,Lajpat Nagar Police Station,Bengaluru,Karnataka,Murder,FIR008011
2022-03-04,21:47:08,Connaught Place Police Station,Hyderabad,Telangana,Assault,FIR008012
2022-02-20,08:40:00,Connaught Place Police Station,Jaipur,Rajasthan,Assault,FIR008013
2022-01-31,13:57:16,Lajpat Nagar Police Station,Bengaluru,Karnataka,Assault,FIR008014
2021-06-03,23:14:16,Park Street Police Station,Chennai,Tamil Nadu,Fraud,FIR008015
2024-05-02,14:13:29,Park Street Police Station,Kolkata,West Bengal,Cyber Crime,FIR008016
2022-06-26,11:26:12,Bandra Police Station,Kolkata,West Bengal,Fraud,FIR008017
2023-11-30,16:44:40,Connaught Place Police Station,Mumbai,Maharashtra,Murder,FIR008018
2021-04-11,09:40:31,Connaught Place Police Station,Ahmedabad,Gujarat,Assault,FIR008019
2024-05-25,12:14:03,Connaught Place Police Station,Lucknow,Uttar Pradesh,Assault,FIR008020
2024-02-10,02:06:39,Sector 18 Police Station,Chennai,Tamil Nadu,Murder,FIR008021
2020-10-01,19:25:53,Cantonment Police Station,Patna,Bihar,Assault,FIR008022
2024-09-09,02:15:09,Connaught Place Police Station,Ahmedabad,Gujarat,Murder,FIR008023
2022-06-02,06:43:51,Nungambakkam Police Station,Hyderabad,Telangana,Cyber Crime,FIR008024
2024-05-31,20:56:31,Lajpat Nagar Police Station,Jaipur,Rajasthan,Assault,FIR008025
2024-01-28,19:29:45,Park Street Police Station,Patna,Bihar,Murder,FIR008026
2023-08-09,04:12:48,Lajpat Nagar Police Station,Ahmedabad,Gujarat,Murder,FIR008027
2024-02-09,23:23:25,Bandra Police Station,Patna,Bihar,Fraud,FIR008028
2021-01-06,10:29:49,Lajpat Nagar Police Station,Kolkata,West Bengal,Murder,FIR008029
2021-10-19,01:33:22,Lajpat Nagar Police Station,New Delhi,Delhi,Theft,FIR008030
2023-01-28,17:28:46,Cantonment Police Station,Kolkata,West Bengal,Assault,FIR008031
2024-02-02,05:40:36,Cantonment Police Station,Mumbai,Maharashtra,Cyber Crime,FIR008032
2021-06-18,07:26:24,Lajpat Nagar Police Station,Mumbai,Maharashtra,Kidnapping,FIR008033
2023-06-25,00:02:02,Cantonment Police Station,Chennai,Tamil Nadu,Cyber Crime,FIR008034
2022-06-12,13:37:52,Connaught Place Police Station,Mumbai,Maharashtra,Fraud,FIR008035
2022-05-21,05:34:10,MG Road Police Station,Bengaluru,Karnataka,Kidnapping,FIR008036
2024-09-14,10:27:32,Bandra Police Station,Chennai,Tamil Nadu,Robbery,FIR008037
2020-10-15,05:45:08,Cantonment Police Station,Patna,Bihar,Murder,FIR008038
2023-06-19,18:54:53,Cantonment Police Station,Bengaluru,Karnataka,Kidnapping,FIR008039
2021-03-15,13:59:48,Lajpat Nagar Police Station,Bengaluru,Karnataka,Cyber Crime,FIR008040
2023-06-08,00:32:02,Connaught Place Police Station,Ahmedabad,Gujarat,Theft,FIR008041
2024-04-25,06:55:51,Sector 18 Police Station,Hyderabad,Telangana,Murder,FIR008042
2021-12-20,21:52:11,Sector 18 Police Station,Kolkata,West Bengal,Murder,FIR008043
2021-06-08,02:19:24,Cantonment Police Station,Hyderabad,Telangana,Assault,FIR008044
2021-10-19,06:14:31,Lajpat Nagar Police Station,Bengaluru,Karnataka,Robbery,FIR008045
2024-01-24,09:58:36,MG Road Police Station,Jaipur,Rajasthan,Fraud,FIR008046
2020-11-08,10:10:49,Bandra Police Station,Lucknow,Uttar Pradesh,Kidnapping,FIR008047
2021-02-24,13:15:02,MG Road Police Station,Lucknow,Uttar Pradesh,Kidnapping,FIR008048
2024-09-02,09:16:57,Bandra Police Station,Bengaluru,Karnataka,Fraud,FIR008049
2021-01-04,20:39:58,Sector 18 Police Station,Ahmedabad,Gujarat,Kidnapping,FIR008050
2022-11-23,05:01:37,Nungambakkam Police Station,New Delhi,Delhi,Robbery,FIR008051
2021-11-09,14:24:29,Sector 18 Police Station,Kolkata,West Bengal,Kidnapping,FIR008052
2021-12-25,10:27:12,Cantonment Police Station,Patna,Bihar,Kidnapping,FIR008053
2024-05-17,01:40:31,Cantonment Police Station,Kolkata,West Bengal,Assault,FIR008054
2023-12-31,18:03:41,Park Street Police Station,Kolkata,West Bengal,Fraud,FIR008055
2021-09-04,13:40:09,Bandra Police Station,Ahmedabad,Gujarat,Robbery,FIR008056
2024-05-19,02:15:03,Cantonment Police Station,Ahmedabad,Gujarat,Assault,FIR008057
2022-10-26,16:36:45,Cantonment Police Station,Hyderabad,Telangana,Robbery,FIR008058
2022-10-02,18:44:58,Sector 18 Police Station,Bengaluru,Karnataka,Theft,FIR008059
2021-12-01,03:05:38,MG Road Police Station,Hyderabad,Telangana,Assault,FIR008060
2021-10-29,12:51:09,Cantonment Police Station,Hyderabad,Telangana,Fraud,FIR008061
2020-10-13,23:57:15,Lajpat Nagar Police Station,New Delhi,Delhi,Fraud,FIR008062
2022-08-04,13:59:45,Nungambakkam Police Station,New Delhi,Delhi,Cyber Crime,FIR008063
2024-07-18,14:31:47,Sector 18 Police Station,New Delhi,Delhi,Robbery,FIR008064
2021-07-28,05:49:09,Park Street Police Station,New Delhi,Delhi,Cyber Crime,FIR008065
2024-04-20,06:39:04,Park Street Police Station,Bengaluru,Karnataka,Fraud,FIR008066
2021-07-19,13:14:10,Connaught Place Police Station,Jaipur,Rajasthan,Cyber Crime,FIR008067
2023-09-04,16:19:54,Cantonment Police Station,Lucknow,Uttar Pradesh,Kidnapping,FIR008068
2021-09-07,03:31:19,Nungambakkam Police Station,Chennai,Tamil Nadu,Fraud,FIR008069
2024-03-11,10:29:53,Sector 18 Police Station,Ahmedabad,Gujarat,Kidnapping,FIR008070
2021-12-16,10:16:29,MG Road Police Station,Chennai,Tamil Nadu,Murder,FIR008071
2021-03-04,04:26:06,Park Street Police Station,Chennai,Tamil Nadu,Kidnapping,FIR008072
2021-08-26,17:20:29,Lajpat Nagar Police Station,Chennai,Tamil Nadu,Kidnapping,FIR008073
2021-12-19,19:09:13,Bandra Police Station,Hyderabad,Telangana,Robbery,FIR008074
2021-01-29,22:37:05,Connaught Place Police Station,Jaipur,Rajasthan,Fraud,FIR008075
2022-05-07,10:53:48,Nungambakkam Police Station,New Delhi,Delhi,Robbery,FIR008076
2022-03-10,22:36:52,Cantonment Police Station,Mumbai,Maharashtra,Theft,FIR008077
2020-09-26,16:23:29,Cantonment Police Station,Mumbai,Maharashtra,Assault,FIR008078
2024-04-24,02:03:19,Sector 18 Police Station,Bengaluru,Karnataka,Robbery,FIR008079
2024-04-17,13:50:05,Nungambakkam Police Station,New Delhi,Delhi,Kidnapping,FIR008080
2021-06-26,18:08:43,Lajpat Nagar Police Station,Jaipur,Rajasthan,Robbery,FIR008081
2021-07-13,01:35:47,Bandra Police Station,Hyderabad,Telangana,Theft,FIR008082
2021-08-31,10:05:56,Connaught Place Police Station,Jaipur,Rajasthan,Fraud,FIR008083
2021-09-23,00:45:33,Lajpat Nagar Police Station,Ahmedabad,Gujarat,Assault,FIR008084
2024-04-20,03:11:23,MG Road Police Station,Ahmedabad,Gujarat,Murder,FIR008085
2024-04-20,10:37:03,Cantonment Police Station,Chennai,Tamil Nadu,Robbery,FIR008086
2021-05-03,16:06:11,Cantonment Police Station,Ahmedabad,Gujarat,Kidnapping,FIR008087
2024-01-06,17:07:47,Sector 18 Police Station,Ahmedabad,Gujarat,Kidnapping,FIR008088
2023-10-14,15:41:29,Sector 18 Police Station,Patna,Bihar,Fraud,FIR008089
2024-01-25,06:17:18,Lajpat Nagar Police Station,Mumbai,Maharashtra,Theft,FIR008090
2024-05-11,21:54:28,Sector 18 Police Station,Patna,Bihar,Fraud,FIR008091
2023-02-26,18:13:49,MG Road Police Station,Hyderabad,Telangana,Fraud,FIR008092
2020-10-29,07:52:16,Bandra Police Station,Patna,Bihar,Theft,FIR008093
2022-11-14,19:50:29,Bandra Police Station,Kolkata,West Bengal,Robbery,FIR008094
2023-08-16,08:59:50,Nungambakkam Police Station,Mumbai,Maharashtra,Theft,FIR008095
2023-04-24,06:31:44,Park Street Police Station,Patna,Bihar,Cyber Crime,FIR008096
2022-02-24,15:42:12,Bandra Police Station,Hyderabad,Telangana,Murder,FIR008097
2023-03-18,03:22:00,Bandra Police Station,Mumbai,Maharashtra,Murder,FIR008098
2023-07-09,06:02:57,Connaught Place Police Station,New Delhi,Delhi,Robbery,FIR008099
2022-03-27,23:39:30,Connaught Place Police Station,Jaipur,Rajasthan,Fraud,FIR008100
2022-02-19,03:20:58,Lajpat Nagar Police Station,Mumbai,Maharashtra,Theft,FIR008101
2022-04-19,11:29:16,MG Road Police Station,Jaipur,Rajasthan,Assault,FIR008102
2024-04-08,23:25:05,Sector 18 Police Station,Jaipur,Rajasthan,Theft,FIR008103
2020-10-11,12:22:24,Nungambakkam Police Station,Hyderabad,Telangana,Assault,FIR008104
2023-12-31,04:44:44,Lajpat Nagar Police Station,New Delhi,Delhi,Robbery,FIR008105
2021-11-11,11:26:27,Bandra Police Station,Hyderabad,Telangana,Cyber Crime,FIR008106
2021-11-29,17:01:28,Lajpat Nagar Police Station,New Delhi,Delhi,Robbery,FIR008107
2024-06-28,07:42:26,Lajpat Nagar Police Station,Patna,Bihar,Murder,FIR008108
2022-01-27,04:58:42,Connaught Place Police Station,Kolkata,West Bengal,Fraud,FIR008109
2022-07-08,17:32:53,Connaught Place Police Station,Patna,Bihar,Theft,FIR008110
2021-09-10,18:39:43,Cantonment Police Station,Hyderabad,Telangana,Robbery,FIR008111
2022-05-07,10:15:11,Cantonment Police Station,Mumbai,Maharashtra,Theft,FIR008112
2024-06-21,09:31:49,Nungambakkam Police Station,Patna,Bihar,Murder,FIR008113
2021-12-08,17:42:02,Sector 18 Police Station,Kolkata,West Bengal,Assault,FIR008114
2022-11-27,13:55:54,Nungambakkam Police Station,Kolkata,West Bengal,Murder,FIR008115
2021-11-20,15:22:47,Sector 18 Police Station,Hyderabad,Telangana,Murder,FIR008116
2022-02-22,16:16:56,Connaught Place Police Station,Lucknow,Uttar Pradesh,Theft,FIR008117
2020-09-29,22:48:10,Lajpat Nagar Police Station,New Delhi,Delhi,Cyber Crime,FIR008118
2024-01-15,13:41:46,Nungambakkam Police Station,New Delhi,Delhi,Cyber Crime,FIR008119
2021-03-18,11:41:46,Bandra Police Station,Ahmedabad,Gujarat,Kidnapping,FIR008120
2021-03-23,04:53:56,Bandra Police Station,Mumbai,Maharashtra,Assault,FIR008121
2021-07-16,05:41:29,Nungambakkam Police Station,Kolkata,West Bengal,Assault,FIR008122
2024-07-28,07:53:01,Nungambakkam Police Station,Ahmedabad,Gujarat,Fraud,FIR008123
2023-01-08,02:31:16,Park Street Police Station,Ahmedabad,Gujarat,Cyber Crime,FIR008124
2023-09-17,13:09:00,Nungambakkam Police Station,Mumbai,Maharashtra,Assault,FIR008125
2022-10-06,09:53:22,Nungambakkam Police Station,Hyderabad,Telangana,Cyber Crime,FIR008126
2020-10-05,18:17:02,Lajpat Nagar Police Station,Kolkata,West Bengal,Murder,FIR008127
2023-01-04,07:47:32,MG Road Police Station,Chennai,Tamil Nadu,Murder,FIR008128
2022-11-06,00:30:26,Bandra Police Station,Kolkata,West Bengal,Fraud,FIR008129
2021-08-02,13:09:13,Nungambakkam Police Station,Hyderabad,Telangana,Robbery,FIR008130
2023-10-23,21:25:17,Bandra Police Station,Patna,Bihar,Robbery,FIR008131
2022-07-22,13:20:08,Park Street Police Station,Patna,Bihar,Murder,FIR008132
2021-09-06,14:48:03,Cantonment Police Station,Kolkata,West Bengal,Fraud,FIR008133
2023-09-22,19:18:18,Bandra Police Station,Chennai,Tamil Nadu,Fraud,FIR008134
2021-12-24,04:47:07,MG Road Police Station,Ahmedabad,Gujarat,Cyber Crime,FIR008135
2024-06-12,21:55:19,Nungambakkam Police Station,Patna,Bihar,Theft,FIR008136
2021-05-11,08:15:49,Lajpat Nagar Police Station,Hyderabad,Telangana,Murder,FIR008137
